Lake,Population,Family,Source,Cup#,Ploidy,SexAsex,G1Label,Grandbaby,FinalLength,AgeAtMaturity,GrowthPerDay3mm,Growthperday3toReproduction,DiedOrReproduced
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120H,,#NULL!,#NULL!,0.011952,#NULL!,DEAD
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120C,S120C-GB,3.971,333,0.018293,0.0235,GRANDBABY
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120A,S120A-GB,4.170,336,0.018519,0.0240,GRANDBABY
Selfe,Selfe,S120,Field,120,Diploid,Sex,S120D,S120D-GB,4.145,406,0.024590,0.0146,GRANDBABY
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taupo,Taupo04,TP4-150,Lab,150,Triploid,Asex,TP4-150H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,Ty4-149A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149B,TY4-149B-GB,4.456,158,0.026549,0.0990,GRANDBABY
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149B1,TY4-149B1-GB,5.075,161,0.032609,0.0736,GRANDBABY
Taylor,Taylor04,Ty4-149,Lab,149,Triploid,Asex,TY4-149C,TY4-149C-GB,4.629,210,0.023622,0.0558,GRANDBABY
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148C,,#NULL!,#NULL!,0.026786,#NULL!,DEAD
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148F,WK1-148 F-GB,5.198,140,0.027778,0.1624,GRANDBABY
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148B,WK1-148B-GB,#NULL!,153,0.028571,#NULL!,GRANDBABY
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148G,WK1-148G-GB,#NULL!,197,0.020979,#NULL!,GRANDBABY
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148H,WK1-148H-GB,4.916,200,0.020979,0.0862,GRANDBABY
Waikaremoana,Waikaremoana01,WK1-148,Lab,148,Triploid,Asex,WK1-148E,WK1-148E-GB,4.646,234,#NULL!,#NULL!,GRANDBABY
