Region,Status,Population,SNP,Family,Age_SD,Ageatmaturity,Length_SD,Finallength,Growth_SD,growthrate3mm,inverseloggrowth,inversesqrtage,Familymeans_age,Familymeans_length,Familymeans_growth
South,Native,Grasmere, ,GR59, ,231, ,5.721, ,.024194,-.268697979652789,.0657951694959769,211.8,5.031,.0212383333333333
South,Native,Grasmere, ,GR59, ,272, ,5.212, ,.032967,-.293061915826952,.0606339062590832,211.8,5.031,.0212383333333333
South,Native,Grasmere, ,GR60, , , , , ,.02459,-.269875273325427, ,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, , , , , ,.026549,-.275575987125707, ,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, , , , , ,.027027,-.276937816714244, ,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, ,182, ,5.602, ,.026549,-.275575987125707,.0741249316661101,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, ,198, ,5.988, ,.026549,-.275575987125707,.0710669054518702,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, ,222, ,5.768, ,.028846,-.282025079881893,.0671156055214024,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, ,287, ,6.145, ,.037975,-.305733054523654,.0590281336100955,271.2,5.8702,.025903875
South,Native,Grasmere, ,GR60, ,467, ,5.848, ,.009146,-.213018014241591,.0462744813382748,271.2,5.8702,.025903875
South,Native,Gunn 03, ,GN3-184, , , , , ,.03,-.285179948337453, ,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,190, ,6.229, ,.0375,-.304561013207634,.0725476250110012,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,195, ,5.802, ,.034884,-.297998018828716,.0716114874039433,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,202, ,6.025, ,.032609,-.292127148082198,.0703597544730292,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,222, ,6.235, ,.022059,-.262189546146321,.0671156055214024,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,233, , , , , ,.0655121782080418,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,322, ,4.951, ,.013636,-.23282659809388,.0557278212575353,256.428571428571,5.77166666666667,.028448
South,Native,Gunn 03, ,GN3-184, ,431, ,5.388, , , ,.0481683050859088,256.428571428571,5.77166666666667,.028448
South,Native,Gunn09, ,GN9-155, ,154, ,3.548, ,.036145,-.301185164901224,.080582296402538,188.5,3.7505,.02380175
South,Native,Gunn09, ,GN9-155, ,175, ,4.084, ,.024,-.268117975063714,.0755928946018454,188.5,3.7505,.02380175
South,Native,Gunn09, ,GN9-155, ,201, ,3.588, ,.019355,-.253497987360216,.0705345615858598,188.5,3.7505,.02380175
South,Native,Gunn09, ,GN9-155, ,224, ,3.782, ,.015707,-.240752178789477,.0668153104781061,188.5,3.7505,.02380175
South,Native,Haupiri, ,HP125, , , , , ,.022059,-.262189546146321, ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , ,.039474,-.309395118307953, ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , , , , ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , , , , ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , , , , ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , ,.024793,-.270475398540731, ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, , , , , ,.042254,-.316050006502524, ,423,5.711,.0274704
South,Native,Haupiri, ,HP125, ,423, ,5.711, ,.008772,-.211140158084696,.0486216638326315,423,5.711,.0274704
South,Native,Haupiri, ,HP126, , , , , ,.021277,-.259731583903188, ,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, , , , , , , , ,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, , , , , ,.014706,-.236994921167006, ,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, , , , , , , , ,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, ,149, ,5.14, ,.035294,-.299039279393322,.0819231920519041,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, ,336, ,5.453, ,.012658,-.228860925734966,.0545544725589981,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, ,406, ,5.179, , , ,.0496291666985465,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP126, ,628, ,4.85, ,.005848,-.194489885408422,.0399043442233811,379.75,5.1555,.0179566
South,Native,Haupiri, ,HP129, , , , , , , , ,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, , , , , ,.024194,-.268697979652789, ,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, , , , , ,.0375,-.304561013207634, ,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, , , , , ,.032967,-.293061915826952, ,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, ,171, ,5.115, ,.030928,-.287679270214488,.0764719112901873,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, ,187, , , , , ,.0731272424127131,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, ,286, ,4.2, ,.022059,-.262189546146321,.0591312395989083,242,4.59533333333333,.0282845
South,Native,Haupiri, ,HP129, ,324, ,4.471, ,.022059,-.262189546146321,.0555555555555556,242,4.59533333333333,.0282845
South,Native,Heron, ,HR61, , , , , ,.026549,-.275575987125707, ,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, , , , , ,.028846,-.282025079881893, ,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, , , , , ,.037975,-.305733054523654, ,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, , , , , ,.009146,-.213018014241591, ,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,240, ,4.686, ,.021898,-.261686940699562,.0645497224367903,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,250, ,4.731, ,.013889,-.233827435386065,.0632455532033676,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,262, ,4.721, ,.025424,-.272326581111365,.0617802063215215,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,306, ,5.027, ,.023622,-.266981576933456,.0571661950475029,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,308, ,4.405, ,.012876,-.22975881342537,.056980288229819,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,335, ,4.584, ,.014151,-.234853698660431,.0546358364708153,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR61, ,338, ,5.592, ,.011152,-.222413180002209,.0543928293220421,291.285714285714,4.82085714285714,.0205025454545455
South,Native,Heron, ,HR62, , , , , , , , ,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, , , , , ,.026549,-.275575987125707, ,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,142, ,5.02, ,.041096,-.31329847191599,.0839181358296689,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,161, ,5.051, ,.030303,-.285999585706847,.0788110406239101,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,163, , , ,.02,-.255622218635332,.0783260449987957,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,210, ,3.645, ,.035294,-.299039279393322,.0690065559342354,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,254, ,4.327, ,.02,-.255622218635332,.0627455805138159,202,4.5018,.0282617142857143
South,Native,Heron, ,HR62, ,282, ,4.466, ,.02459,-.269875273325427,.0595491334175414,202,4.5018,.0282617142857143
South,Native,Heron, ,HR64, , , , , , , , ,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, , , , , , , , ,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, , , , , , , , ,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,201, ,5.215, ,.02381,-.267547818033776,.0705345615858598,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,229, ,5.816, ,.019608,-.25433529563246,.066081860045509,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,250, ,5.568, ,.022388,-.26321121731529,.0632455532033676,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,334, ,6.103, ,.019608,-.25433529563246,.0547175655164583,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,334, ,6.046, ,.019608,-.25433529563246,.0547175655164583,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR64, ,423, ,4.993, ,.012658,-.228860925734966,.0486216638326315,295.166666666667,5.6235,.0196133333333333
South,Native,Heron, ,HR65, , , , , ,.032609,-.292127148082198, ,300.333333333333,5.22833333333333,.0242725
South,Native,Heron, ,HR65, ,252, ,5.474, ,.025,-.271085030681817,.0629940788348712,300.333333333333,5.22833333333333,.0242725
South,Native,Heron, ,HR65, ,317, ,4.888, ,.02,-.255622218635332,.056165595630173,300.333333333333,5.22833333333333,.0242725
South,Native,Heron, ,HR65, ,332, ,5.323, ,.019481,-.253915655710451,.0548821299948452,300.333333333333,5.22833333333333,.0242725
South,Native,Heron, ,HR66, , , , , , , , ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , , , , ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , ,.0375,-.304561013207634, ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , , , , ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , ,.030928,-.287679270214488, ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , , , , ,350,4.048,.0229516
South,Native,Heron, ,HR66, , , , , ,.022059,-.262189546146321, ,350,4.048,.0229516
South,Native,Heron, ,HR66, ,350, , , ,.009119,-.212883943615253,.0534522483824849,350,4.048,.0229516
South,Native,Heron, ,HR66, ,350, ,4.048, ,.015152,-.238684975104493,.0534522483824849,350,4.048,.0229516
South,Native,Heron, ,HR67, , , , , , , , ,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, , , , , , , , ,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, , , , , , , , ,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, , , , , ,.021898,-.261686940699562, ,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, ,218, ,6.106, ,.025,-.271085030681817,.0677285461478596,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, ,266, ,5.063, ,.017964,-.248794248297279,.0613139339484966,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR67, ,288, ,5.654, ,.017647,-.247697068598748,.058925565098879,257.333333333333,5.60766666666667,.02062725
South,Native,Heron, ,HR68, , , , , ,.012876,-.22975881342537, ,436.5,4.958,.020711
South,Native,Heron, ,HR68, , , , , ,.014151,-.234853698660431, ,436.5,4.958,.020711
South,Native,Heron, ,HR68, , , , , ,.011152,-.222413180002209, ,436.5,4.958,.020711
South,Native,Heron, ,HR68, , , , , , , , ,436.5,4.958,.020711
South,Native,Heron, ,HR68, , , , , ,.026549,-.275575987125707, ,436.5,4.958,.020711
South,Native,Heron, ,HR68, , , , , ,.041096,-.31329847191599, ,436.5,4.958,.020711
South,Native,Heron, ,HR68, ,335, ,5.504, ,.030303,-.285999585706847,.0546358364708153,436.5,4.958,.020711
South,Native,Heron, ,HR68, ,538, ,4.412, ,.00885,-.211535548777002,.0431130613559227,436.5,4.958,.020711
South,Native,Heron, ,HR69, ,683, ,4.921, ,.008197,-.208160428112731,.038263936589669,683,4.921,.008197
South,Native,Heron, ,HR70, , , , , ,.02,-.255622218635332, ,201,5.113,.0213504
South,Native,Heron, ,HR70, , , , , ,.02459,-.269875273325427, ,201,5.113,.0213504
South,Native,Heron, ,HR70, , , , , , , , ,201,5.113,.0213504
South,Native,Heron, ,HR70, , , , , , , , ,201,5.113,.0213504
South,Native,Heron, ,HR70, , , , , , , , ,201,5.113,.0213504
South,Native,Heron, ,HR70, , , , , ,.021277,-.259731583903188, ,201,5.113,.0213504
South,Native,Heron, ,HR70, ,187, , , ,.019608,-.25433529563246,.0731272424127131,201,5.113,.0213504
South,Native,Heron, ,HR70, ,215, ,5.113, ,.021277,-.259731583903188,.0681994339470473,201,5.113,.0213504
South,Native,Heron, ,HR72, , , , , ,.019608,-.25433529563246, ,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, , , , , ,.019608,-.25433529563246, ,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, , , , , ,.012658,-.228860925734966, ,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, , , , , ,.032609,-.292127148082198, ,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, ,178, ,5.493, ,.030928,-.287679270214488,.0749531688995861,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, ,341, ,5.34, ,.014151,-.234853698660431,.0541530361073882,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, ,353, ,5.407, ,.014354,-.235641945675013,.0532246295412349,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, ,361, ,5.288, ,.033333,-.294013239350493,.0526315789473684,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR72, ,380, ,4.949, ,.02027,-.256501457903006,.0512989176042577,322.6,5.2954,.0219465555555556
South,Native,Heron, ,HR73, , , , , , , , ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, , , , , , , , ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, , , , , , , , ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, , , , , , , , ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, , , , , , , , ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, , , , , ,.009119,-.212883943615253, ,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, ,210, ,4.781, ,.030303,-.285999585706847,.0690065559342354,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, ,236, ,4.503, ,.023622,-.266981576933456,.0650944554904119,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, ,254, ,4.67, ,.016216,-.242614989573767,.0627455805138159,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, ,305, ,4.313, ,.014085,-.234596131909166,.0572598334313868,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR73, ,334, ,4.885, ,.013043,-.230441099257239,.0547175655164583,267.8,4.6304,.0177313333333333
South,Native,Heron, ,HR74, , , , , ,.025,-.271085030681817, ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , ,.017964,-.248794248297279, ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , ,.017647,-.247697068598748, ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , , , , ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , , , , ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , , , , ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, , , , , , , , ,301,4.272,.0202036666666667
South,Native,Heron, ,HR74, ,301, ,4.272, , , ,.0576390417704235,301,4.272,.0202036666666667
South,Native,Heron, ,HR75, , , , , , , , ,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, , , , , , , , ,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, , , , , ,.00885,-.211535548777002, ,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, , , , , ,.008197,-.208160428112731, ,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, , , , , , , , ,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, ,231, , , ,.019108,-.252675314642837,.0657951694959769,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, ,236, ,5.265, ,.018987,-.252270386523571,.0650944554904119,272.333333333333,4.887,.017925
South,Native,Heron, ,HR75, ,350, ,4.509, ,.034483,-.296974821728239,.0534522483824849,272.333333333333,4.887,.017925
South,Native,Heron, ,HR76, , , , , ,.016216,-.242614989573767, ,245,5.657,.0185953333333333
South,Native,Heron, ,HR76, , , , , ,.021277,-.259731583903188, ,245,5.657,.0185953333333333
South,Native,Heron, ,HR76, ,245, ,5.657, ,.018293,-.249922723520692,.063887656499994,245,5.657,.0185953333333333
South,Native,Heron, ,HR77, , , , , ,.021277,-.259731583903188, ,210, ,.019841
South,Native,Heron, ,HR77, , , , , , , , ,210, ,.019841
South,Native,Heron, ,HR77, , , , , , , , ,210, ,.019841
South,Native,Heron, ,HR77, , , , , , , , ,210, ,.019841
South,Native,Heron, ,HR77, , , , , , , , ,210, ,.019841
South,Native,Heron, ,HR77, ,210, , , ,.018405,-.250304563574972,.0690065559342354,210, ,.019841
South,Native,Heron, ,HR78, , , , , ,.014151,-.234853698660431, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.014354,-.235641945675013, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.033333,-.294013239350493, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.02027,-.256501457903006, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , , , , ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.030303,-.285999585706847, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.023622,-.266981576933456, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.016216,-.242614989573767, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, , , , , ,.014085,-.234596131909166, ,219,5.08,.0213551111111111
South,Native,Heron, ,HR78, ,219, ,5.08, ,.025862,-.27359926573944,.0675737378399486,219,5.08,.0213551111111111
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, , , , , , , , ,227.5,4.8925,.019984
South,Native,Heron, ,HR79, ,196, ,5.318, ,.022727,-.264256531950584,.0714285714285714,227.5,4.8925,.019984
South,Native,Heron, ,HR79, ,259, ,4.467, ,.017241,-.246277211438359,.06213697660012,227.5,4.8925,.019984
South,Native,Heron, ,HR80, , , , , , , , ,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, , , , , , , , ,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, , , , , , , , ,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, , , , , , , , ,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, , , , , , , , ,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, ,196, ,5.127, ,.026549,-.275575987125707,.0714285714285714,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, ,203, ,4.843, ,.022222,-.262696620913453,.0701862406343596,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, ,224, ,4.906, ,.026786,-.276252563126599,.0668153104781061,211.75,5.07325,.02524525
South,Native,Heron, ,HR80, ,224, ,5.417, ,.025424,-.272326581111365,.0668153104781061,211.75,5.07325,.02524525
South,Native,Kaniere01, ,KN141, , , , , , , , ,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, , , , , ,.018293,-.249922723520692, ,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,177, ,5.122, ,.028302,-.280518851728233,.0751646028002829,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,198, ,5.565, ,.031915,-.290302798452911,.0710669054518702,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,210, ,5.375, ,.023622,-.266981576933456,.0690065559342354,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,223, ,5.903, ,.021277,-.259731583903188,.0669649530182425,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,224, ,5.28, ,.017143,-.245931956387057,.0668153104781061,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,226, ,5.159, ,.020548,-.25740080954473,.0665190105237739,214.428571428571,5.424,.022209375
South,Native,Kaniere01, ,KN141, ,243, ,5.564, ,.016575,-.243910782979656,.0641500299099584,214.428571428571,5.424,.022209375
South,Native,Kaniere04, ,KN181, , , , , , , , ,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, , , , , , , , ,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,238, ,5.4, ,.016949,-.245245520497912,.0648203723552164,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,240, ,4.674, ,.016304,-.242933973702163,.0645497224367903,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,243, ,4.852, ,.017544,-.247338436357542,.0641500299099584,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,244, ,5.465, ,.017045,-.245585696964953,.064018439966448,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,259, ,5.408, ,.014634,-.236719576627046,.06213697660012,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,285, ,5.713, ,.012931,-.229984043149665,.0592348877759092,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,292, ,5.359, , , ,.0585205735980653,263.375,5.2905,.0153235714285714
South,Native,Kaniere04, ,KN181, ,306, ,5.453, ,.011858,-.225491725277028,.0571661950475029,263.375,5.2905,.0153235714285714
Invasive,Invasive,Md,1,Md1,46.486,211,.347775,5.2,.005739,.01342105263,-.231968469583472,.0688428390821514,226,5.21,.013820915925
Invasive,Invasive,Md,1,Md1,46.486,241,.347775,5.22,.005739,.01422077922,-.235125322083429,.0644156626400831,226,5.21,.013820915925
Invasive,Invasive,Md,1,Md2,46.486,211,.347775,4.4,.005739,.01879699248,-.25163193397031,.0688428390821514,163.333333333333,4.70333333333333,.024286587865
Invasive,Invasive,Md,1,Md2,46.486,142,.347775,4.87,.005739,.02604166667,-.274118489390917,.0839181358296689,163.333333333333,4.70333333333333,.024286587865
Invasive,Invasive,Md,1,Md2,46.486, ,.347775, ,.005739,.02666666667,-.275912233017569, ,163.333333333333,4.70333333333333,.024286587865
Invasive,Invasive,Md,1,Md2,46.486,137,.347775,4.84,.005739,.02564102564,-.272958420406417,.0854357657716761,163.333333333333,4.70333333333333,.024286587865
Invasive,Invasive,Md,1,Md3,46.486,260,.347775,4.93,.005739,.0137012987,-.233085853766575,.0620173672946042,224.5,5.205,.016433982685
Invasive,Invasive,Md,1,Md3,46.486,189,.347775,5.48,.005739,.01916666667,-.252871186715194,.0727392967453308,224.5,5.205,.016433982685
Invasive,Invasive,Mr,2,Mr1,35.387,214,.203853,4.84,.003484,.01278911565,-.229401952272,.0683585927024663,208.5,4.705,.01595207995
Invasive,Invasive,Mr,2,Mr1,35.387, ,.203853, ,.003484, , , ,208.5,4.705,.01595207995
Invasive,Invasive,Mr,2,Mr1,35.387, ,.203853, ,.003484, , , ,208.5,4.705,.01595207995
Invasive,Invasive,Mr,2,Mr1,35.387,203,.203853,4.57,.003484,.01911504425,-.252698849174881,.0701862406343596,208.5,4.705,.01595207995
Invasive,Invasive,Mr,2,Mr2,35.387,240,.203853,4.71,.003484,.015625,-.240449173481494,.0645497224367903,211,4.79666666666667,.01615351719
Invasive,Invasive,Mr,2,Mr2,35.387, ,.203853, ,.003484,.01837837838,-.250213908285049, ,211,4.79666666666667,.01615351719
Invasive,Invasive,Mr,2,Mr2,35.387,179,.203853,4.81,.003484,.01683823529,-.244851803014909,.0747435092751936,211,4.79666666666667,.01615351719
Invasive,Invasive,Mr,2,Mr2,35.387,214,.203853,4.87,.003484,.01377245509,-.233367616387533,.0683585927024663,211,4.79666666666667,.01615351719
Invasive,Invasive,Mr,2,Mr3,35.387,206,.203853,4.42,.003484,.01853448276,-.250744564112415,.0696733014291618,216.25,4.65,.0131923389718
Invasive,Invasive,Mr,2,Mr3,35.387,227,.203853,4.8,.003484,.01224719101,-.227145800595123,.0663723311599972,216.25,4.65,.0131923389718
Invasive,Invasive,Mr,2,Mr3,35.387,225,.203853,4.86,.003484,.0125,-.228204911418669,.0666666666666667,216.25,4.65,.0131923389718
Invasive,Invasive,Mr,2,Mr3,35.387, ,.203853, ,.003484,.007822878229,-.206155696445464, ,216.25,4.65,.0131923389718
Invasive,Invasive,Mr,2,Mr3,35.387,207,.203853,4.52,.003484,.01485714286,-.237570629613447,.0695048046856916,216.25,4.65,.0131923389718
Invasive,Invasive,Mr,2,Mr4,35.387,262,.203853,4.25,.003484,.01427586207,-.235339239927782,.0617802063215215,265.25,4.4775,.01157524248675
Invasive,Invasive,Mr,2,Mr4,35.387,324,.203853,4.8,.003484,.007879858657,-.206464600205289,.0555555555555556,265.25,4.4775,.01157524248675
Invasive,Invasive,Mr,2,Mr4,35.387,212,.203853,4.47,.003484,.01395833333,-.234100010522836,.0686802819743445,265.25,4.4775,.01157524248675
Invasive,Invasive,Mr,2,Mr4,35.387, ,.203853, ,.003484, , , ,265.25,4.4775,.01157524248675
Invasive,Invasive,Mr,2,Mr4,35.387,263,.203853,4.39,.003484,.01018691589,-.218023993957801,.0616626415978207,265.25,4.4775,.01157524248675
Invasive,Invasive,Mr,2,Mr5,35.387,275,.203853,4.37,.003484,.02044247788,-.257060137791278,.0603022689155527,257,4.6025,.0153304787325
Invasive,Invasive,Mr,2,Mr5,35.387, ,.203853, ,.003484, , , ,257,4.6025,.0153304787325
Invasive,Invasive,Mr,2,Mr5,35.387,254,.203853,4.84,.003484,.01424836601,-.235232511923331,.0627455805138159,257,4.6025,.0153304787325
Invasive,Invasive,Mr,2,Mr5,35.387,229,.203853,4.52,.003484,.01442176871,-.235903776380821,.066081860045509,257,4.6025,.0153304787325
Invasive,Invasive,Mr,2,Mr5,35.387,270,.203853,4.68,.003484,.01220930233,-.226986047417138,.0608580619450185,257,4.6025,.0153304787325
North,Native,Okareka01, ,OK1-160, , , , , , , , ,217.5,4.5305,.022567
North,Native,Okareka01, ,OK1-160, , , , , , , , ,217.5,4.5305,.022567
North,Native,Okareka01, ,OK1-160, ,190, ,4.318, ,.018634,-.251081696988068,.0725476250110012,217.5,4.5305,.022567
North,Native,Okareka01, ,OK1-160, ,204, ,4.921, ,.025862,-.27359926573944,.0700140042014005,217.5,4.5305,.022567
North,Native,Okareka01, ,OK1-160, ,235, ,4.302, ,.020979,-.258783544263903,.0652328073053442,217.5,4.5305,.022567
North,Native,Okareka01, ,OK1-160, ,241, ,4.581, ,.024793,-.270475398540731,.0644156626400831,217.5,4.5305,.022567
North,Native,Okareka02, ,OK2-161, , , , , , , , ,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, , , , , , , , ,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, , , , , , , , ,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, , , , , , , , ,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, , , , , ,.022727,-.264256531950584, ,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, , , , , ,.017241,-.246277211438359, ,187.5,4.6865,.022287
