Region,Status,Population,SNP,Family,Age_SD,Ageatmaturity,Length_SD,Finallength,Growth_SD,growthrate3mm,inverseloggrowth,inversesqrtage,Familymeans_age,Familymeans_length,Familymeans_growth
North,Native,Okareka02, ,OK2-161, ,175, ,4.57, ,.02459,-.269875273325427,.0755928946018454,187.5,4.6865,.022287
North,Native,Okareka02, ,OK2-161, ,200, ,4.803, ,.02459,-.269875273325427,.0707106781186548,187.5,4.6865,.022287
North,Native,Okareka05, ,OK5-162, , , , , , , , ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, , , , , , , , ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, , , , , , , , ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, , , , , ,.026549,-.275575987125707, ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, , , , , ,.022222,-.262696620913453, ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, , , , , ,.026786,-.276252563126599, ,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, ,280, ,4.48, ,.029703,-.284373082468926,.0597614304667197,316,4.596,.0243306
North,Native,Okareka05, ,OK5-162, ,352, ,4.712, ,.016393,-.243255683596357,.0533001790889026,316,4.596,.0243306
North,Native,Okareka08, ,OK8-163, , , , , ,.019481,-.253915655710451, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, , , , , ,.028302,-.280518851728233, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, , , , , ,.031915,-.290302798452911, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, , , , , ,.023622,-.266981576933456, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, , , , , ,.021277,-.259731583903188, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, , , , , ,.017143,-.245931956387057, ,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, ,286, , , ,.038462,-.306928806882699,.0591312395989083,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, ,294, , , ,.016575,-.243910782979656,.0583211843519804,297.666666666667, ,.0240146666666667
North,Native,Okareka08, ,OK8-163, ,313, , , ,.019355,-.253497987360216,.0565233418944222,297.666666666667, ,.0240146666666667
Invasive,Invasive,PA,1,PA1,58.588,165,.389555,4.71,.003326,.02148148148,-.260378420771116,.0778498944161523,160.333333333333,5.09,.02029439696
Invasive,Invasive,PA,1,PA1,58.588, ,.389555, ,.003326, , , ,160.333333333333,5.09,.02029439696
Invasive,Invasive,PA,1,PA1,58.588, ,.389555, ,.003326, , , ,160.333333333333,5.09,.02029439696
Invasive,Invasive,PA,1,PA1,58.588,165,.389555,5.32,.003326,.01829059829,-.24991452262323,.0778498944161523,160.333333333333,5.09,.02029439696
Invasive,Invasive,PA,1,PA1,58.588,151,.389555,5.24,.003326,.02111111111,-.259204629584588,.0813788458771159,160.333333333333,5.09,.02029439696
Invasive,Invasive,PA,1,PA2,58.588,202,.389555,5.14,.003326,.01601503759,-.241883177682324,.0703597544730292,178.2,5.002,.018098960424
Invasive,Invasive,PA,1,PA2,58.588,195,.389555,4.73,.003326,.01841269841,-.250330766960144,.0716114874039433,178.2,5.002,.018098960424
Invasive,Invasive,PA,1,PA2,58.588,205,.389555,5.3,.003326,.01796992481,-.248814661731642,.0698430295769578,178.2,5.002,.018098960424
Invasive,Invasive,PA,1,PA2,58.588,178,.389555,4.94,.003326,.02024590164,-.256423216035585,.0749531688995861,178.2,5.002,.018098960424
Invasive,Invasive,PA,1,PA2,58.588,111,.389555,4.9,.003326,.01785123967,-.248405094975081,.0949157995752499,178.2,5.002,.018098960424
Invasive,Invasive,PA,1,PA3,58.588,154,.389555,5.8,.003326,.0220754717,-.262240868463176,.080582296402538,258.75,4.995,.0156813274925
Invasive,Invasive,PA,1,PA3,58.588,226,.389555,5.25,.003326,.01609929078,-.242190561769858,.0665190105237739,258.75,4.995,.0156813274925
Invasive,Invasive,PA,1,PA3,58.588,340,.389555,4.7,.003326,.01411764706,-.234723617773251,.054232614454664,258.75,4.995,.0156813274925
Invasive,Invasive,PA,1,PA3,58.588,315,.389555,4.23,.003326,.01043290043,-.219164105488051,.0563436169819011,258.75,4.995,.0156813274925
Invasive,Invasive,PA,1,PA3,58.588, ,.389555, ,.003326, , , ,258.75,4.995,.0156813274925
Invasive,Invasive,PA,1,PA5,58.588, ,.389555, ,.003326, , , ,172,5.205,.02096656455
Invasive,Invasive,PA,1,PA5,58.588,180,.389555,5.25,.003326,.01910569106,-.252667599641153,.074535599249993,172,5.205,.02096656455
Invasive,Invasive,PA,1,PA5,58.588,171,.389555,5.37,.003326,.02397959184,-.268056834401467,.0764719112901873,172,5.205,.02096656455
Invasive,Invasive,PA,1,PA5,58.588,165,.389555,4.71,.003326,.02018691589,-.256231511104401,.0778498944161523,172,5.205,.02096656455
Invasive,Invasive,PA,1,PA5,58.588,172,.389555,5.49,.003326,.02059405941,-.257549243311088,.0762492851663023,172,5.205,.02096656455
Invasive,Invasive,Pc,3,Pc2,37.361,206,.632072,3.8,.004653,.01554140127,-.240139409593812,.0696733014291618,186,4.5,.01916723611
Invasive,Invasive,Pc,3,Pc2,37.361,177,.632072,4.89,.004653,.01889908257,-.25197536723082,.0751646028002829,186,4.5,.01916723611
Invasive,Invasive,Pc,3,Pc2,37.361,175,.632072,4.81,.004653,.02306122449,-.265279948251482,.0755928946018454,186,4.5,.01916723611
Invasive,Invasive,Pc,3,Pc3,37.361,168,.632072,3.76,.004653,.01971428571,-.254685464854248,.077151674981046,155.75,4.9225,.0224896857533333
Invasive,Invasive,Pc,3,Pc3,37.361,152,.632072,5.02,.004653,.02417582418,-.268643730790879,.0811107105653813,155.75,4.9225,.0224896857533333
Invasive,Invasive,Pc,3,Pc3,37.361,141,.632072,5.14,.004653,.02357894737,-.266851610796608,.0842151921066519,155.75,4.9225,.0224896857533333
Invasive,Invasive,Pc,3,Pc3,37.361,162,.632072,5.77,.004653, , ,.0785674201318386,155.75,4.9225,.0224896857533333
Invasive,Invasive,Pc,3,Pc5,37.361, ,.632072, ,.004653, , , ,153.5,4.15,.020863636365
Invasive,Invasive,Pc,3,Pc5,37.361,156,.632072,4,.004653,.01990909091,-.255324875476449,.0800640769025436,153.5,4.15,.020863636365
Invasive,Invasive,Pc,3,Pc5,37.361,151,.632072,4.3,.004653,.02181818182,-.26143711370363,.0813788458771159,153.5,4.15,.020863636365
Invasive,Invasive,Pc,3,Pc5,37.361, ,.632072, ,.004653, , , ,153.5,4.15,.020863636365
Invasive,Invasive,Pc,3,Pc5,37.361, ,.632072, ,.004653, , , ,153.5,4.15,.020863636365
Invasive,Invasive,Pc,3,Pc6,37.361,186,.632072,4.86,.004653,.025,-.271085030681817,.0733235575106767,219.5,4.35666666666667,.0169768907883333
Invasive,Invasive,Pc,3,Pc6,37.361,219,.632072,3.87,.004653, , ,.0675737378399486,219.5,4.35666666666667,.0169768907883333
Invasive,Invasive,Pc,3,Pc6,37.361,281,.632072, ,.004653,.009162995595,-.213102290728511,.0596549986271894,219.5,4.35666666666667,.0169768907883333
Invasive,Invasive,Pc,3,Pc6,37.361,192,.632072,4.34,.004653,.01676767677,-.244600310698724,.0721687836487032,219.5,4.35666666666667,.0169768907883333
South,Native,Poerua02, ,PO2-167, , , , , , , , ,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, , , , , ,.016949,-.245245520497912, ,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, , , , , ,.016304,-.242933973702163, ,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, , , , , ,.017544,-.247338436357542, ,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, , , , , ,.017045,-.245585696964953, ,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, ,217, ,4.298, ,.018519,-.250692032415978,.0678844233302131,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, ,303, ,5.941, ,.022388,-.26321121731529,.0574484989621426,275,5.287,.0180418571428571
South,Native,Poerua02, ,PO2-167, ,305, ,5.622, ,.017544,-.247338436357542,.0572598334313868,275,5.287,.0180418571428571
South,Native,Poerua03, ,PO3-168, , , , , ,.011858,-.225491725277028, ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , , , , ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , , , , ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , ,.018634,-.251081696988068, ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , , , , ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , ,.020979,-.258783544263903, ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, , , , , ,.024793,-.270475398540731, ,225,4.403,.0187616
South,Native,Poerua03, ,PO3-168, ,225, ,4.403, ,.017544,-.247338436357542,.0666666666666667,225,4.403,.0187616
South,Native,Poerua92, ,PO92-188, , , , , , , , ,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,176, ,6.054, , , ,.0753778361444409,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,236, ,4.339, ,.018293,-.249922723520692,.0650944554904119,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,255, ,4.642, ,.016575,-.243910782979656,.062622429108515,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,261, ,3.855, ,.017544,-.247338436357542,.0618984460590173,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,312, , , ,.016216,-.242614989573767,.0566138517072298,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua92, ,PO92-188, ,320, ,5.388, ,.02459,-.269875273325427,.0559016994374947,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua95, ,PO92-188, ,188, ,5.276, ,.025424,-.272326581111365,.0729324957489473,249.714285714286,4.92566666666667,.0197736666666667
South,Native,Poerua95, ,PO95-189, , , , , , , , ,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, , , , , , , , ,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,164, ,6.399, ,.028846,-.282025079881893,.078086880944303,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,184, ,5.161, ,.027778,-.279055936249465,.0737209780774486,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,192, ,4.734, ,.022388,-.26321121731529,.0721687836487032,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,211, ,6.056, ,.025,-.271085030681817,.0688428390821514,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,218, ,5.697, ,.02,-.255622218635332,.0677285461478596,209.666666666667,5.58883333333333,.0244
South,Native,Poerua95, ,PO95-189, ,289, ,5.486, ,.022388,-.26321121731529,.0588235294117647,209.666666666667,5.58883333333333,.0244
South,Native,Rotoiti03, ,RI3-164, , , , , , , , ,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, , , , , , , , ,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, , , , , , , , ,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, , , ,4.169, , , , ,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, ,294, , , , , ,.0583211843519804,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, ,312, ,4.182, ,.013216,-.231142950041015,.0566138517072298,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, ,315, ,4.299, ,.019355,-.253497987360216,.0563436169819011,316.75,4.31,.0154866666666667
South,Native,Rotoiti03, ,RI3-164, ,346, ,4.59, ,.013889,-.233827435386065,.053760333057047,316.75,4.31,.0154866666666667
South,Native,Rotoiti04, ,RI4-171, , , , , ,.029126,-.282795510194178, , , ,.029126
South,Native,RotoroaShallow, ,RS83, , , , , , , , ,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, , , , , , , , ,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, , , , , , , , ,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, , , , , , , , ,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, , , , , ,.019108,-.252675314642837, ,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, ,338, ,4.981, ,.016854,-.244907919740794,.0543928293220421,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, ,348, ,5.045, ,.013761,-.233322309453905,.0536056267418897,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS83, ,350, ,4.045, ,.011538,-.224109254860758,.0534522483824849,345.333333333333,4.69033333333333,.01531525
South,Native,RotoroaShallow, ,RS88, , , , , ,.007752,-.205769598277642, ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, , , , , , , , ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, , , , , , , , ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, , , , , , , , ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, , , , , , , , ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, , , , , , , , ,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, ,252, ,5.237, ,.015625,-.240449173481494,.0629940788348712,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS88, ,320, ,4.61, ,.016575,-.243910782979656,.0559016994374947,286,4.9235,.0133173333333333
South,Native,RotoroaShallow, ,RS97, , , , , ,.018293,-.249922723520692, ,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, , , , , ,.016575,-.243910782979656, ,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, , , , , ,.017544,-.247338436357542, ,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, ,248, ,4.651, ,.019608,-.25433529563246,.0635000635000953,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, ,249, ,5.543, ,.019108,-.252675314642837,.0633724250524478,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, ,263, ,4.694, , , ,.0616626415978207,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, ,273, ,4.889, ,.016304,-.242933973702163,.0605227532668803,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS97, ,359, ,4.596, ,.015075,-.238395074597952,.052777981396926,278.4,4.8746,.017501
South,Native,RotoroaShallow, ,RS98, , , , , ,.027778,-.279055936249465, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, , , , , ,.025424,-.272326581111365, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, , , , , ,.022388,-.26321121731529, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, , , , , ,.025,-.271085030681817, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, , , , , ,.02,-.255622218635332, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, , , , , ,.022388,-.26321121731529, ,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, ,322, ,4.947, ,.018182,-.249543137342318,.0557278212575353,328,4.5735,.022068125
South,Native,RotoroaShallow, ,RS98, ,334, ,4.2, ,.015385,-.239557550415992,.0547175655164583,328,4.5735,.022068125
South,Native,Selfe, ,S103, , , , , , , , ,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, , , , , , , , ,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, , , , , , , , ,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, , , , , ,.013216,-.231142950041015, ,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,212, ,4.905, ,.014493,-.236178285527526,.0686802819743445,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,217, ,4.673, ,.014778,-.237269557513064,.0678844233302131,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,218, ,4.728, ,.022388,-.26321121731529,.0677285461478596,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,252, ,4.258, ,.013333,-.231614814739626,.0629940788348712,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,320, ,4.949, ,.027778,-.279055936249465,.0559016994374947,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S103, ,350, ,5.053, ,.010204,-.218103674631423,.0534522483824849,261.5,4.761,.0165985714285714
South,Native,Selfe, ,S109, , , , , , , , ,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,177, ,4.343, ,.027778,-.279055936249465,.0751646028002829,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,179, ,5.071, ,.016854,-.244907919740794,.0747435092751936,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,182, ,4.883, ,.013761,-.233322309453905,.0741249316661101,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,197, ,4.366, ,.011538,-.224109254860758,.0712470499879097,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,205, , , ,.007752,-.205769598277642,.0698430295769578,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,210, ,4.691, , , ,.0690065559342354,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,407, ,4.559, ,.012821,-.229533063115106,.049568159709661,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S109, ,434, ,4.952, ,.026087,-.274249243359107,.0480015360737319,248.875,4.695,.0166558571428571
South,Native,Selfe, ,S113, , , , , , , , ,642,4.233,.01411475
South,Native,Selfe, ,S113, , , , , , , , ,642,4.233,.01411475
South,Native,Selfe, ,S113, , , , , ,.015625,-.240449173481494, ,642,4.233,.01411475
South,Native,Selfe, ,S113, , , , , ,.016575,-.243910782979656, ,642,4.233,.01411475
South,Native,Selfe, ,S113, , , , , ,.016216,-.242614989573767, ,642,4.233,.01411475
South,Native,Selfe, ,S113, , , , , , , , ,642,4.233,.01411475
South,Native,Selfe, ,S113, ,642, ,4.233, ,.008043,-.207341844887507,.0394668518981929,642,4.233,.01411475
South,Native,Selfe, ,S115, , , , , ,.013043,-.230441099257239, ,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, , , , , ,.019608,-.25433529563246, ,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, , , , , ,.019108,-.252675314642837, ,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, , , , , , , , ,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, ,228, ,5.086, ,.016304,-.242933973702163,.0662266178532522,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, ,297, ,4.774, ,.02381,-.267547818033776,.0580258853185659,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, ,312, ,4.755, ,.021898,-.261686940699562,.0566138517072298,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, ,324, ,3.959, ,.026087,-.274249243359107,.0555555555555556,351.2,4.6435,.0184365
South,Native,Selfe, ,S115, ,595, , , ,.007634,-.205122174550617,.0409960030845394,351.2,4.6435,.0184365
South,Native,Selfe, ,S116, , , , , , , , ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , , , , ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , , , , ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , ,.018182,-.249543137342318, ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , ,.015385,-.239557550415992, ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , , , , ,164, ,.0176406666666667
South,Native,Selfe, ,S116, , , , , , , , ,164, ,.0176406666666667
South,Native,Selfe, ,S116, ,164, , , ,.019355,-.253497987360216,.078086880944303,164, ,.0176406666666667
Invasive,Invasive,Sn,6,Sn1,46.225,263,.382678,4.51,.004091,.01440993789,-.235858113823397,.0616626415978207,196.4,4.256,.01688680256
Invasive,Invasive,Sn,6,Sn1,46.225,163,.382678,4.35,.004091,.01804347826,-.249067803053683,.0783260449987957,196.4,4.256,.01688680256
Invasive,Invasive,Sn,6,Sn1,46.225,203,.382678,3.74,.004091,.01804511278,-.249073422522771,.0701862406343596,196.4,4.256,.01688680256
Invasive,Invasive,Sn,6,Sn1,46.225,148,.382678,4.62,.004091,.01870967742,-.251337468468159,.0821994936526786,196.4,4.256,.01688680256
Invasive,Invasive,Sn,6,Sn1,46.225,205,.382678,4.06,.004091,.01522580645,-.238962130232897,.0698430295769578,196.4,4.256,.01688680256
Invasive,Invasive,Sn,6,Sn2,46.225,186,.382678,3.91,.004091,.01284722222,-.22964075873452,.0733235575106767,212,4.23666666666667,.012561438316
Invasive,Invasive,Sn,6,Sn2,46.225,179,.382678,4.24,.004091,.01571428571,-.240779061117439,.0747435092751936,212,4.23666666666667,.012561438316
Invasive,Invasive,Sn,6,Sn2,46.225,271,.382678,4.56,.004091,.009122807018,-.21290286145231,.0607456739230787,212,4.23666666666667,.012561438316
Invasive,Invasive,Sn,6,Sn3,46.225,224,.382678,4.76,.004091, , ,.0668153104781061,224,4.76, 
Invasive,Invasive,Sn,6,Sn4,46.225,137,.382678, ,.004091,.01715328467,-.245968236387729,.0854357657716761,196.5,4.54,.01395047411
Invasive,Invasive,Sn,6,Sn4,46.225,256,.382678,4.54,.004091,.01074766355,-.220601200859599,.0625,196.5,4.54,.01395047411
Invasive,Invasive,Sn,6,Sn5,46.225,165,.382678, ,.004091,.01490909091,-.237767790866502,.0778498944161523,209.666666666667,3.72,.01329286652175
Invasive,Invasive,Sn,6,Sn5,46.225,191,.382678,3.73,.004091,.02131578947,-.259854515326337,.0723574605292422,209.666666666667,3.72,.01329286652175
Invasive,Invasive,Sn,6,Sn5,46.225, ,.382678, ,.004091,.007886435331,-.206500169293036, ,209.666666666667,3.72,.01329286652175
Invasive,Invasive,Sn,6,Sn5,46.225,273,.382678,3.71,.004091,.009060150376,-.212590929015787,.0605227532668803,209.666666666667,3.72,.01329286652175
Invasive,Invasive,Sn,6,Sn5,46.225, ,.382678, ,.004091, , , ,209.666666666667,3.72,.01329286652175
North,Native,Taupo04, ,TP4-150, , , , , , , , , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.014493,-.236178285527526, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.014778,-.237269557513064, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.022388,-.26321121731529, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.013333,-.231614814739626, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.027778,-.279055936249465, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , ,.010204,-.218103674631423, , , ,.0171623333333333
North,Native,Taupo04, ,TP4-150, , , , , , , , , , ,.0171623333333333
North,Native,Taylor04, ,Ty4-149, , , , , ,.027778,-.279055936249465, ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, , , , , , , , ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, , , , , , , , ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, , , , , , , , ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, , , , , , , , ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, , , , , , , , ,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, ,158, ,4.456, ,.026549,-.275575987125707,.079555728417573,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, ,161, ,5.075, ,.032609,-.292127148082198,.0788110406239101,176.333333333333,4.72,.0276395
North,Native,Taylor04, ,Ty4-149, ,210, ,4.629, ,.023622,-.266981576933456,.0690065559342354,176.333333333333,4.72,.0276395
North,Native,Waikaremoana01, ,WK1-148, , , , , , , , ,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, , , , , ,.026786,-.276252563126599, ,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, , , , , , , , ,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, ,140, ,5.198, ,.027778,-.279055936249465,.0845154254728517,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, ,153, , , ,.028571,-.2812652273969,.0808452083454443,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, ,197, , , ,.020979,-.258783544263903,.0712470499879097,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, ,200, ,4.916, ,.020979,-.258783544263903,.0707106781186548,184.8,4.92,.0250186
North,Native,Waikaremoana01, ,WK1-148, ,234, ,4.646, , , ,.0653720450460613,184.8,4.92,.0250186
