Status,Population,Family,Ageatmaturity,Finallength,growthrate3mm,Ageatmaturitytimes100,Finallengthtimes100,growthratetimes100,Ageatmaturityboxcox,Finallengthboxcox,growthrate3mmboxcox,ResidualAgeatmaturity,ResidualFinallength
Native,Grasmere,GR48, , ,.025, , ,2.5, , ,.91629, , 
Native,Grasmere,GR48,270,4.61,.018293,27000,461,1.8293,.265413,461,.60432,-.38033714855024,-.56834893694929
Native,Grasmere,GR48,297,4.355,.014634,29700,435.5,1.4634,.262145,435.5,.37844,-.388788827105623,-.867095484271609
Native,Grasmere,GR48,364,4.501, ,36400,450.1, ,.255304,450.1, , , 
Native,Grasmere,GR48,457, ,.029703,45700, ,2.9703,.247863, ,1.08856,-2.9642867289203, 
Native,Grasmere,GR49, , ,.031915, , ,3.1915, , ,1.16002, , 
Native,Grasmere,GR49, , ,.02459, , ,2.459, , ,.90016, , 
Native,Grasmere,GR49, , ,.024, , ,2.4, , ,.87547, , 
Native,Grasmere,GR49, , ,.019608, , ,1.9608, , ,.67294, , 
Native,Grasmere,GR49,206, ,.018519,20600, ,1.8519,.274914, ,.61519,.610178606292685, 
Native,Grasmere,GR49,220,5.079,.01875,22000,507.9,1.875,.272574,507.9,.63127,.338170071208333,.220222049094126
Native,Grasmere,GR49,227,5.37,.016575,22700,537,1.6575,.271467,537,.50682,.407002965263999,.79639522168093
Native,Grasmere,GR49,348,4.631,.011364,34800,463.1,1.1364,.2568,463.1,.13103,-.58512807748944,-.240993410727873
Native,Grasmere,GR50, , , , , , , , , , , 
Native,Grasmere,GR50, , ,.024793, , ,2.4793, , ,.90826, , 
Native,Grasmere,GR50, , ,.023256, , ,2.3256, , ,.84587, , 
Native,Grasmere,GR50, , ,.014706, , ,1.4706, , ,.38526, , 
Native,Grasmere,GR50, , ,.012448, , ,1.2448, , ,.21511, , 
Native,Grasmere,GR50,273,4.592,.016393,27300,459.2,1.6393,.265032,459.2,.4947,-.256754438518704,-.531780894063239
Native,Grasmere,GR50,343,4.864,.016854,34300,486.4,1.6854,.257283,486.4,.52473,-1.12279238902536,-.0833064490315309
Native,Grasmere,GR51, , ,.017751, , ,1.7751, , ,.57661, , 
Native,Grasmere,GR51, , , , , , , , , , , 
Native,Grasmere,GR51, , , , , , , , , , , 
Native,Grasmere,GR51, , , , , , , , , , , 
Native,Grasmere,GR51,163,4.962,.026549,16300,496.2,2.6549,.28341,496.2,.97456,.972958394078115,-.19192874949726
Native,Grasmere,GR51,203,4.686,.027027,20300,468.6,2.7027,.275439,468.6,.99325,.10035711008243,-.677256724566202
Native,Grasmere,GR51,243,5.494,.045455,24300,549.4,4.5455,.269074,549.4,1.51513,-1.3546707106394,.388671600887092
Native,Grasmere,GR51,392,4.374,.009346,39200,437.4,.9346,.252856,437.4,-.07257,-.698535647635515,-.556886510910592
Native,Grasmere,GR54, , , , , , , , , , , 
Native,Grasmere,GR54, , , , , , , , , , , 
Native,Grasmere,GR54,135,5.468, ,13500,546.8, ,.29044,546.8, , , 
Native,Grasmere,GR54,205,4.591,.03,20500,459.1,3,.275088,459.1,1.09861,-.0944204417013961,-.90519617098707
Native,Grasmere,GR54,257,4.92,.03,25700,492,3,.267121,492,1.09861,-.93864378670039,-.34038359689256
Native,Grasmere,GR54,258,4.967,.024793,25800,496.7,2.4793,.266987,496.7,.90826,-.668142248164547,-.142538209232268
Native,Grasmere,GR54,281,5.24,.015707,28100,524,1.5707,.264039,524,.45108,-.296736566393449,.60752422480788
Native,Grasmere,GR54,358,5.178,.010638,35800,517.8,1.0638,.255856,517.8,.05827,-.576334085103396,.742854678110203
Native,Grasmere,GR55, , , , , , , , , , , 
Native,Grasmere,GR55, , , , , , , , , , , 
Native,Grasmere,GR55, , , , , , , , , , , 
Native,Grasmere,GR55, , , , , , , , , , , 
Native,Grasmere,GR55,221,5.796,.016854,22100,579.6,1.6854,.272414,579.6,.52473,.480564386822487,1.51670971831219
Native,Grasmere,GR55,333,5.666,.016216,33300,566.6,1.6216,.258275,566.6,.48243,-.954408229427561,1.31956658133989
Native,Grasmere,GR55,338,6.134,.041096,33800,613.4,4.1096,.257775,613.4,1.41342,-2.39984488347684,1.54999629284125
Native,Grasmere,GR55,382,5.786,.022059,38200,578.6,2.2059,.253707,578.6,.79299,-1.90295184325597,1.33443172365536
Native,Grasmere,GR57, , ,.039474, , ,3.9474, , ,1.37372, , 
Native,Grasmere,GR57, , , , , , , , , , , 
Native,Grasmere,GR57, , , , , , , , , , , 
Native,Grasmere,GR57, , , , , , , , , , , 
Native,Grasmere,GR57,240,5.128,.024793,24000,512.8,2.4793,.269509,512.8,.90826,-.400898458019263,.133859433409726
Native,Grasmere,GR57,241,5.582,.042254,24100,558.2,4.2254,.269363,558.2,1.4422,-1.21496757988841,.584633527588302
Native,Grasmere,GR57,275,5.388,.01875,27500,538.8,1.875,.264781,538.8,.63127,-.487615359641065,.750699512301431
Native,Grasmere,GR57,320,5.366,.021277,32000,536.6,2.1277,.259615,536.6,.75612,-1.22176511643807,.636087386501715
Native,Grasmere,GR59, , ,.011364, , ,1.1364, , ,.13103, , 
Native,Grasmere,GR59, , , , , , , , , , , 
Native,Grasmere,GR59, , , , , , , , , , , 
Native,Grasmere,GR59, , , , , , , , , , , 
Native,Grasmere,GR59, , , , , , , , , , , 
Native,Grasmere,GR59, , , , , , , , , , , 
Native,Grasmere,GR59,175,3.434,.017857,17500,343.4,1.7857,.280805,343.4,.58222,1.28373081332771,-2.57365120293584
Native,Grasmere,GR59,182,5.919,.016854,18200,591.9,1.6854,.279377,591.9,.52473,1.21839884787784,1.72787065026849
Native,Grasmere,GR59,199,4.869,.024194,19900,486.9,2.4194,.276153,486.9,.88377,.339762127378354,-.295706985389783
Native,Grasmere,GR59,231,5.721,.024194,23100,572.1,2.4194,.270851,572.1,.88377,-.222064429065056,1.16696873840512
Native,Grasmere,GR59,272,5.212,.032967,27200,521.2,3.2967,.265159,521.2,1.19392,-1.2890995048541,.102246992829981
Native,Grasmere,GR60, , ,.02459, , ,2.459, , ,.90016, , 
Native,Grasmere,GR60, , ,.026549, , ,2.6549, , ,.97456, , 
Native,Grasmere,GR60, , ,.027027, , ,2.7027, , ,.99325, , 
Native,Grasmere,GR60,182,5.602,.026549,18200,560.2,2.6549,.279377,560.2,.97456,.545601452898129,.906794798893277
Native,Grasmere,GR60,198,5.988,.026549,19800,598.8,2.6549,.276333,598.8,.97456,.223043920304062,1.56946243901632
Native,Grasmere,GR60,222,5.768,.028846,22200,576.8,2.8846,.272254,576.8,1.05779,-.333672055469733,1.14054926832992
Native,Grasmere,GR60,287,6.145,.037975,28700,614.5,3.7975,.263315,614.5,1.335,-1.69550818225964,1.61714706414048
Native,Grasmere,GR60,467,5.848,.009146,46700,584.8,.9146,.247166,584.8,-.09431,-1.2689607598535,1.98699184047619
Native,Haupiri,HP125, , ,.022059, , ,2.2059, , ,.79299, , 
Native,Haupiri,HP125, , ,.039474, , ,3.9474, , ,1.37372, , 
Native,Haupiri,HP125, , , , , , , , , , , 
Native,Haupiri,HP125, , , , , , , , , , , 
Native,Haupiri,HP125, , , , , , , , , , , 
Native,Haupiri,HP125, , ,.024793, , ,2.4793, , ,.90826, , 
Native,Haupiri,HP125, , ,.042254, , ,4.2254, , ,1.4422, , 
Native,Haupiri,HP125,423,5.711,.008772,42300,571.1,.8772,.250366,571.1,-.12783,-.879737813299856,1.77242744221782
Native,Haupiri,HP126, , ,.021277, , ,2.1277, , ,.75612, , 
Native,Haupiri,HP126, , , , , , , , , , , 
Native,Haupiri,HP126, , ,.014706, , ,1.4706, , ,.38526, , 
Native,Haupiri,HP126, , , , , , , , , , , 
Native,Haupiri,HP126,149,5.14,.035294,14900,514,3.5294,.286738,514,1.2613,.896741476368671,-.0628308944508382
Native,Haupiri,HP126,336,5.453,.012658,33600,545.3,1.2658,.257974,545.3,.23902,-.622242580933605,1.10371324723337
Native,Haupiri,HP126,406,5.179, ,40600,517.9, ,.251705,517.9, , , 
Native,Haupiri,HP126,628,4.85,.005848,62800,485,.5848,.237829,485,-.54473,-1.58467634703649,.550897288120305
Native,Haupiri,HP129, , , , , , , , , , , 
Native,Haupiri,HP129, , ,.024194, , ,2.4194, , ,.88377, , 
Native,Haupiri,HP129, , ,.0375, , ,3.75, , ,1.32176, , 
Native,Haupiri,HP129, , ,.032967, , ,3.2967, , ,1.19392, , 
Native,Haupiri,HP129,171,5.115,.030928,17100,511.5,3.0928,.28165,511.5,1.12817,.556710029150233,-.0238100500677588
Native,Haupiri,HP129,187, , ,18700, , ,.278394, , , , 
Native,Haupiri,HP129,286,4.2,.022059,28600,420,2.2059,.263434,420,.79299,-.872230056284065,-1.38834256969993
Native,Haupiri,HP129,324,4.471,.022059,32400,447.1,2.2059,.259197,447.1,.79299,-1.32120386232909,-.923101817178316
Native,Heron,HR61, , ,.026549, , ,2.6549, , ,.97456, , 
Native,Heron,HR61, , ,.028846, , ,2.8846, , ,1.05779, , 
Native,Heron,HR61, , ,.037975, , ,3.7975, , ,1.335, , 
Native,Heron,HR61, , ,.009146, , ,.9146, , ,-.09431, , 
Native,Heron,HR61,240,4.686,.021898,24000,468.6,2.1898,.269509,468.6,.7839,-.214896892895376,-.548404601814812
Native,Heron,HR61,250,4.731,.013889,25000,473.1,1.3889,.268082,473.1,.3293,.313822760637641,-.191350387354274
Native,Heron,HR61,262,4.721,.025424,26200,472.1,2.5424,.266453,472.1,.93216,-.760474092340973,-.579570203232093
Native,Heron,HR61,306,5.027,.023622,30600,502.7,2.3622,.26113,502.7,.85866,-1.21459414332504,-.00900474049007639
Native,Heron,HR61,308,4.405,.012876,30800,440.5,1.2876,.260909,440.5,.25464,-.334597606855967,-.70506046417506
Native,Heron,HR61,335,4.584,.014151,33500,458.4,1.4151,.258074,458.4,.35066,-.778622716779962,-.45686024646154
Native,Heron,HR61,338,5.592,.011152,33800,559.2,1.1152,.257775,559.2,.11333,-.455338813985765,1.41970278047943
Native,Heron,HR62, , , , , , , , , , , 
Native,Heron,HR62, , ,.026549, , ,2.6549, , ,.97456, , 
Native,Heron,HR62,142,5.02,.041096,14200,502,4.1096,.288538,502,1.41342,.859957145166825,-.362469383576028
Native,Heron,HR62,161,5.051,.030303,16100,505.1,3.0303,.283866,505.1,1.10856,.820858617624192,-.121612712395923
Native,Heron,HR62,163, ,.02,16300, ,2,.28341, ,.69315,1.39385498817197, 
Native,Heron,HR62,210,3.645,.035294,21000,364.5,3.5294,.274228,364.5,1.2613,-.428880971972911,-2.62938043326936
Native,Heron,HR62,254,4.327,.02,25400,432.7,2,.267529,432.7,.69315,-.288975555562057,-1.10886443197173
Native,Heron,HR62,282,4.466,.02459,28200,446.6,2.459,.263917,446.6,.90016,-.98133994151775,-.997647295379058
Native,Heron,HR64, , , , , , , , , , , 
Native,Heron,HR64, , , , , , , , , , , 
Native,Heron,HR64, , , , , , , , , , , 
Native,Heron,HR64,201,5.215,.02381,20100,521.5,2.381,.275794,521.5,.8671,.326653508604671,.308550594823029
Native,Heron,HR64,229,5.816,.019608,22900,581.6,1.9608,.271157,581.6,.67294,.125693048797547,1.45982355806023
Native,Heron,HR64,250,5.568,.022388,25000,556.8,2.2388,.268082,556.8,.80648,-.399881218502071,.951876100554858
Native,Heron,HR64,334,6.103,.019608,33400,610.3,1.9608,.258174,610.3,.67294,-1.25005085582426,1.95253239929161
Native,Heron,HR64,334,6.046,.019608,33400,604.6,1.9608,.258174,604.6,.67294,-1.25005085582426,1.85467733326308
Native,Heron,HR64,423,4.993,.012658,42300,499.3,1.2658,.250366,499.3,.23902,-1.42842448237108,.31400569682767
Native,Heron,HR65, , ,.032609, , ,3.2609, , ,1.18173, , 
Native,Heron,HR65,252,5.474,.025,25200,547.4,2.5,.267805,547.4,.91629,-.593473091592863,.722914494243702
Native,Heron,HR65,317,4.888,.02,31700,488.8,2,.259934,488.8,.69315,-1.0937799116895,-.145764571585653
Native,Heron,HR65,332,5.323,.019481,33200,532.3,1.9481,.258376,532.3,.66783,-1.22100304550206,.616608211290881
Native,Heron,HR66, , , , , , , , , , , 
Native,Heron,HR66, , , , , , , , , , , 
Native,Heron,HR66, , ,.0375, , ,3.75, , ,1.32176, , 
Native,Heron,HR66, , , , , , , , , , , 
Native,Heron,HR66, , ,.030928, , ,3.0928, , ,1.12817, , 
Native,Heron,HR66, , , , , , , , , , , 
Native,Heron,HR66, , ,.022059, , ,2.2059, , ,.79299, , 
Native,Heron,HR66,350, ,.009119,35000, ,.9119,.256609, ,-.09431,-.268333039654492, 
Native,Heron,HR66,350,4.048,.015152,35000,404.8,1.5152,.256609,404.8,.41871,-1.03564184425288,-1.41892508235723
Native,Heron,HR67, , , , , , , , , , , 
Native,Heron,HR67, , , , , , , , , , , 
Native,Heron,HR67, , , , , , , , , , , 
Native,Heron,HR67, , ,.021898, , ,2.1898, , ,.7839, , 
Native,Heron,HR67,218,6.106,.025,21800,610.6,2.5,.272898,610.6,.91629,-.0537932251337391,1.80790399827936
Native,Heron,HR67,266,5.063,.017964,26600,506.3,1.7964,.265929,506.3,.58779,-.300935765306156,.21951531838403
Native,Heron,HR67,288,5.654,.017647,28800,565.4,1.7647,.263196,565.4,.56531,-.556915505943502,1.2479539841955
Native,Heron,HR68, , ,.012876, , ,1.2876, , ,.25464, , 
Native,Heron,HR68, , ,.014151, , ,1.4151, , ,.35066, , 
Native,Heron,HR68, , ,.011152, , ,1.1152, , ,.11333, , 
Native,Heron,HR68, , , , , , , , , , , 
Native,Heron,HR68, , ,.026549, , ,2.6549, , ,.97456, , 
Native,Heron,HR68, , ,.041096, , ,4.1096, , ,1.41342, , 
Native,Heron,HR68,335,5.504,.030303,33500,550.4,3.0303,.258074,550.4,1.10856,-1.91219127746983,.656077549199253
Native,Heron,HR68,538,4.412,.00885,53800,441.2,.885,.24266,441.2,-.11653,-1.71320536206561,-.464593008650263
Native,Heron,HR69,683,4.921,.008197,68300,492.1,.8197,.235248,492.1,-.19845,-2.37609280349473,.459656226891202
Native,Heron,HR70, , ,.02, , ,2, , ,.69315, , 
Native,Heron,HR70, , ,.02459, , ,2.459, , ,.90016, , 
Native,Heron,HR70, , , , , , , , , , , 
Native,Heron,HR70, , , , , , , , , , , 
Native,Heron,HR70, , , , , , , , , , , 
Native,Heron,HR70, , ,.021277, , ,2.1277, , ,.75612, , 
Native,Heron,HR70,187, ,.019608,18700, ,1.9608,.278394, ,.67294,.892561926387319, 
Native,Heron,HR70,215,5.113,.021277,21500,511.3,2.1277,.27339,511.3,.75612,.237903087071557,.201748233778581
Native,Heron,HR72, , ,.019608, , ,1.9608, , ,.67294, , 
Native,Heron,HR72, , ,.019608, , ,1.9608, , ,.67294, , 
Native,Heron,HR72, , ,.012658, , ,1.2658, , ,.23902, , 
Native,Heron,HR72, , ,.032609, , ,3.2609, , ,1.18173, , 
Native,Heron,HR72,178,5.493,.030928,17800,549.3,3.0928,.280185,549.3,1.12817,.40147126921255,.625123545700401
Native,Heron,HR72,341,5.34,.014151,34100,534,1.4151,.257479,534,.35066,-.841671905969671,.841006945074781
Native,Heron,HR72,353,5.407,.014354,35300,540.7,1.4354,.256324,540.7,.36464,-.984970980052126,.947425063675818
Native,Heron,HR72,361,5.288,.033333,36100,528.8,3.3333,.255578,528.8,1.20297,-2.31788621504061,.227150260339878
Native,Heron,HR72,380,4.949,.02027,38000,494.9,2.027,.25388,494.9,.70804,-1.75756269762594,-.050207079069999
Native,Heron,HR73, , , , , , , , , , , 
Native,Heron,HR73, , , , , , , , , , , 
Native,Heron,HR73, , , , , , , , , , , 
Native,Heron,HR73, , , , , , , , , , , 
Native,Heron,HR73, , , , , , , , , , , 
Native,Heron,HR73, , ,.009119, , ,.9119, , ,-.09431, , 
Native,Heron,HR73,210,4.781,.030303,21000,478.1,3.0303,.274228,478.1,1.10856,-.200432282225223,-.58513670937318
Native,Heron,HR73,236,4.503,.023622,23600,450.3,2.3622,.270098,450.3,.85866,-.264299809453949,-.908584645734827
Native,Heron,HR73,254,4.67,.016216,25400,467,1.6216,.267529,467,.48243,.0261921012641323,-.390321940842887
Native,Heron,HR73,305,4.313,.014085,30500,431.3,1.4085,.261241,431.3,.34359,-.432457096855441,-.917749508618445
Native,Heron,HR73,334,4.885,.013043,33400,488.5,1.3043,.258174,488.5,.26236,-.635958522207627,.114230640453688
Native,Heron,HR74, , ,.025, , ,2.5, , ,.91629, , 
Native,Heron,HR74, , ,.017964, , ,1.7964, , ,.58779, , 
Native,Heron,HR74, , ,.017647, , ,1.7647, , ,.56531, , 
Native,Heron,HR74, , , , , , , , , , , 
Native,Heron,HR74, , , , , , , , , , , 
Native,Heron,HR74, , , , , , , , , , , 
Native,Heron,HR74, , , , , , , , , , , 
Native,Heron,HR74,301,4.272, ,30100,427.2, ,.26169,427.2, , , 
Native,Heron,HR75, , , , , , , , , , , 
Native,Heron,HR75, , , , , , , , , , , 
Native,Heron,HR75, , ,.00885, , ,.885, , ,-.11653, , 
Native,Heron,HR75, , ,.008197, , ,.8197, , ,-.19845, , 
Native,Heron,HR75, , , , , , , , , , , 
Native,Heron,HR75,231, ,.019108,23100, ,1.9108,.270851, ,.6471,.131915873426657, 
Native,Heron,HR75,236,5.265,.018987,23600,526.5,1.8987,.270098,526.5,.64185,.0599764798232259,.533026731963422
Native,Heron,HR75,350,4.509,.034483,35000,450.9,3.4483,.256609,450.9,1.23837,-2.26158300595633,-1.13199053487101
Native,Heron,HR76, , ,.016216, , ,1.6216, , ,.48243, , 
Native,Heron,HR76, , ,.021277, , ,2.1277, , ,.75612, , 
Native,Heron,HR76,245,5.657,.018293,24500,565.7,1.8293,.268787,565.7,.60432,-.0228111580862519,1.22909411799585
Native,Heron,HR77, , ,.021277, , ,2.1277, , ,.75612, , 
Native,Heron,HR77, , , , , , , , , , , 
Native,Heron,HR77, , , , , , , , , , , 
Native,Heron,HR77, , , , , , , , , , , 
Native,Heron,HR77, , , , , , , , , , , 
Native,Heron,HR77,210, ,.018405,21000, ,1.8405,.274228, ,.60977,.545593133247131, 
Native,Heron,HR78, , ,.014151, , ,1.4151, , ,.35066, , 
Native,Heron,HR78, , ,.014354, , ,1.4354, , ,.36464, , 
Native,Heron,HR78, , ,.033333, , ,3.3333, , ,1.20297, , 
Native,Heron,HR78, , ,.02027, , ,2.027, , ,.70804, , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , , , , , , , , , , 
Native,Heron,HR78, , ,.030303, , ,3.0303, , ,1.10856, , 
Native,Heron,HR78, , ,.023622, , ,2.3622, , ,.85866, , 
Native,Heron,HR78, , ,.016216, , ,1.6216, , ,.48243, , 
Native,Heron,HR78, , ,.014085, , ,1.4085, , ,.34359, , 
Native,Heron,HR78,219,5.08,.025862,21900,508,2.5862,.272736,508,.95166,-.12386141938982,.0247430482099315
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79, , , , , , , , , , , 
Native,Heron,HR79,196,5.318,.022727,19600,531.8,2.2727,.276698,531.8,.81978,.493221011276886,.514501242491585
Native,Heron,HR79,259,4.467,.017241,25900,446.7,1.7241,.266852,446.7,.54232,-.135121917334252,-.775684809692078
Native,Heron,HR80, , , , , , , , , , , 
Native,Heron,HR80, , , , , , , , , , , 
Native,Heron,HR80, , , , , , , , , , , 
Native,Heron,HR80, , , , , , , , , , , 
Native,Heron,HR80, , , , , , , , , , , 
Native,Heron,HR80,196,5.127,.026549,19600,512.7,2.6549,.276698,512.7,.97456,.261721154008673,.0913359153221758
Native,Heron,HR80,203,4.843,.022222,20300,484.3,2.2222,.275439,484.3,.79751,.393119625017692,-.287250754173982
Native,Heron,HR80,224,4.906,.026786,22400,490.6,2.6786,.271937,490.6,.98582,-.259619572709866,-.294997439261014
Native,Heron,HR80,224,5.417,.025424,22400,541.7,2.5424,.271937,541.7,.93216,-.179361901557181,.615291655642615
Native,Kaniere0,KN141, , , , , , , , , , , 
Native,Kaniere0,KN141, , ,.018293, , ,1.8293, , ,.60432, , 
Native,Kaniere0,KN141,177,5.122,.028302,17700,512.2,2.8302,.280391,512.2,1.04028,.554754531467986,.0423023572936091
Native,Kaniere0,KN141,198,5.565,.031915,19800,556.5,3.1915,.276333,556.5,1.16002,-.0543431034003086,.729126696221627
Native,Kaniere0,KN141,210,5.375,.023622,21000,537.5,2.3622,.274228,537.5,.85866,.173335739039319,.588426188947278
Native,Kaniere0,KN141,223,5.903,.021277,22300,590.3,2.1277,.272095,590.3,.75612,.10067838118807,1.55798511382315
Native,Kaniere0,KN141,224,5.28,.017143,22400,528,1.7143,.271937,528,.53649,.412429987093244,.623625734835472
Native,Kaniere0,KN141,226,5.159,.020548,22600,515.9,2.0548,.271623,515.9,.71784,.10791715105218,.304279816423273
Native,Kaniere0,KN141,243,5.564,.016575,24300,556.4,1.6575,.269074,556.4,.50682,.153428663195138,1.12944579728681
Native,Kaniere0,KN181, , , , , , , , , , , 
Native,Kaniere0,KN181, , , , , , , , , , , 
Native,Kaniere0,KN181,238,5.4,.016949,23800,540,1.6949,.269802,540,.52473,.203783744530862,.836874522745543
Native,Kaniere0,KN181,240,4.674,.016304,24000,467.4,1.6304,.269509,467.4,.48858,.226804475811483,-.387240161344791
Native,Kaniere0,KN181,243,4.852,.017544,24300,485.2,1.7544,.269074,485.2,.55962,.0744572685462076,-.125381843544727
Native,Kaniere0,KN181,244,5.465,.017045,24400,546.5,1.7045,.26893,546.5,.53063,.102557788651316,.944832262103244
Native,Kaniere0,KN181,259,5.408,.014634,25900,540.8,1.4634,.266852,540.8,.37844,.109988540148077,.940648103939694
Native,Kaniere0,KN181,285,5.713,.012931,28500,571.3,1.2931,.263554,571.3,.25464,-.0543201187773497,1.5404557878481
Native,Kaniere0,KN181,292,5.359, ,29200,535.9, ,.262724,535.9, , , 
Native,Kaniere0,KN181,306,5.453,.011858,30600,545.3,1.1858,.26113,545.3,.17395,-.190493695785847,1.14376296124069
Native,Okareka0,OK1-160, , , , , , , , , , , 
Native,Okareka0,OK1-160, , , , , , , , , , , 
Native,Okareka0,OK1-160,190,4.318,.018634,19000,431.8,1.8634,.277819,431.8,.62058,.9099453373681,-1.07964936825469
Native,Okareka0,OK1-160,204,4.921,.025862,20400,492.1,2.5862,.275263,492.1,.95166,.143912195874704,-.248221083343342
Native,Okareka0,OK1-160,235,4.302,.020979,23500,430.2,2.0979,.270247,430.2,.74194,-.0739363772751169,-1.18181291250355
Native,Okareka0,OK1-160,241,4.581,.024793,24100,458.1,2.4793,.269363,458.1,.90826,-.416369351501105,-.805205849355309
Native,Okareka0,OK2-161, , , , , , , , , , , 
Native,Okareka0,OK2-161, , , , , , , , , , , 
Native,Okareka0,OK2-161, , , , , , , , , , , 
Native,Okareka0,OK2-161, , , , , , , , , , , 
Native,Okareka0,OK2-161, , ,.022727, , ,2.2727, , ,.81978, , 
Native,Okareka0,OK2-161, , ,.017241, , ,1.7241, , ,.54232, , 
Native,Okareka0,OK2-161,175,4.57,.02459,17500,457,2.459,.280805,457,.90016,.808197381231468,-.819104718765597
Native,Okareka0,OK2-161,200,4.803,.02459,20000,480.3,2.459,.275973,480.3,.90016,.296174385996732,-.419100676929667
Native,Okareka0,OK5-162, , , , , , , , , , , 
Native,Okareka0,OK5-162, , , , , , , , , , , 
Native,Okareka0,OK5-162, , , , , , , , , , , 
Native,Okareka0,OK5-162, , ,.026549, , ,2.6549, , ,.97456, , 
Native,Okareka0,OK5-162, , ,.022222, , ,2.2222, , ,.79751, , 
Native,Okareka0,OK5-162, , ,.026786, , ,2.6786, , ,.98582, , 
Native,Okareka0,OK5-162,280,4.48,.029703,28000,448,2.9703,.264161,448,1.08856,-1.23726877024155,-1.08957039593505
Native,Okareka0,OK5-162,352,4.712,.016393,35200,471.2,1.6393,.256419,471.2,.4947,-1.16943118892366,-.325770228740013
Native,Okareka0,OK8-163, , ,.019481, , ,1.9481, , ,.66783, , 
Native,Okareka0,OK8-163, , ,.028302, , ,2.8302, , ,1.04028, , 
Native,Okareka0,OK8-163, , ,.031915, , ,3.1915, , ,1.16002, , 
Native,Okareka0,OK8-163, , ,.023622, , ,2.3622, , ,.85866, , 
Native,Okareka0,OK8-163, , ,.021277, , ,2.1277, , ,.75612, , 
Native,Okareka0,OK8-163, , ,.017143, , ,1.7143, , ,.53649, , 
Native,Okareka0,OK8-163,286, ,.038462,28600, ,3.8462,.263434, ,1.34807,-1.70244675593802, 
Native,Okareka0,OK8-163,294, ,.016575,29400, ,1.6575,.262491, ,.50682,-.544139088797881, 
Native,Okareka0,OK8-163,313, ,.019355,31300, ,1.9355,.260363, ,.66269,-1.00276279750015, 
Native,Poerua02,PO2-167, , , , , , , , , , , 
Native,Poerua02,PO2-167, , ,.016949, , ,1.6949, , ,.52473, , 
Native,Poerua02,PO2-167, , ,.016304, , ,1.6304, , ,.48858, , 
Native,Poerua02,PO2-167, , ,.017544, , ,1.7544, , ,.55962, , 
Native,Poerua02,PO2-167, , ,.017045, , ,1.7045, , ,.53063, , 
Native,Poerua02,PO2-167,217,4.298,.018519,21700,429.8,1.8519,.273061,429.8,.61519,.413825417101882,-1.11066700628959
Native,Poerua02,PO2-167,303,5.941,.022388,30300,594.1,2.2388,.261464,594.1,.80648,-1.10115774632978,1.59222591860122
Native,Poerua02,PO2-167,305,5.622,.017544,30500,562.2,1.7544,.261241,562.2,.55962,-.755566763257119,1.19651992561264
Native,Poerua03,PO3-168, , ,.011858, , ,1.1858, , ,.17395, , 
Native,Poerua03,PO3-168, , , , , , , , , , , 
Native,Poerua03,PO3-168, , , , , , , , , , , 
Native,Poerua03,PO3-168, , ,.018634, , ,1.8634, , ,.62058, , 
Native,Poerua03,PO3-168, , , , , , , , , , , 
Native,Poerua03,PO3-168, , ,.020979, , ,2.0979, , ,.74194, , 
Native,Poerua03,PO3-168, , ,.024793, , ,2.4793, , ,.90826, , 
Native,Poerua03,PO3-168,225,4.403,.017544,22500,440.3,1.7544,.271779,440.3,.55962,.36109265805572,-.896205082962462
Native,Poerua92,PO92-188, , , , , , , , , , , 
Native,Poerua92,PO92-188,176,6.054, ,17600,605.4, ,.280597,605.4, , , 
Native,Poerua92,PO92-188,236,4.339,.018293,23600,433.9,1.8293,.270098,433.9,.60432,.116108988178802,-1.03358968947091
Native,Poerua92,PO92-188,255,4.642,.016575,25500,464.2,1.6575,.267393,464.2,.50682,-.0246985418937665,-.453402814613305
Native,Poerua92,PO92-188,261,3.855,.017544,26100,385.5,1.7544,.266586,385.5,.55962,-.189183710788233,-1.83698712127186
Native,Poerua92,PO92-188,312, ,.016216,31200, ,1.6216,.260471, ,.48243,-.721709037056805, 
Native,Poerua92,PO92-188,320,5.388,.02459,32000,538.8,2.459,.259615,538.8,.90016,-1.43720147411292,.585201316521056
Native,Poerua95,PO92-188,188,5.276,.025424,18800,527.6,2.5424,.278202,527.6,.93216,.484508972852097,.373229123887825
Native,Poerua95,PO95-189, , , , , , , , , , , 
Native,Poerua95,PO95-189, , , , , , , , , , , 
Native,Poerua95,PO95-189,164,6.399,.028846,16400,639.9,2.8846,.283185,639.9,1.05779,.824631620215471,2.22382201682122
Native,Poerua95,PO95-189,184,5.161,.027778,18400,516.1,2.7778,.27898,516.1,1.02245,.431905685215657,.120229949860687
Native,Poerua95,PO95-189,192,4.734,.022388,19200,473.4,2.2388,.277441,473.4,.80648,.591845439693685,-.479898023441559
